date,date,refeicao,acompanhamento,restaurante,,prato,guarnicao,opcao_vegetal,salada,sobremesa,suco
2024-10-09,09/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,TODOS,GRAO DE BICO,GRÃO DE BICO COM MANDIOCA,POLENTA AO SUGO,,PEPINO COM HORTELÃ / ESCAROLA (RU),BANANA / LARANJA (RU),REFRESCO DE MORANGO
2024-10-09,09/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,TODOS,PEIXE,FILÉ DE PESCADA AO MOLHO DE ERVAS,JARDINEIRA DE LEGUMES,,ALFACE COM RÚCULA,CURAU COM CANELA,REFRESCO DE MORANGO
2024-10-09,09/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,TODOS,OUTROS VEGANO,YAKISSOBA VEGANO COM ERVILHA,JARDINEIRA DE LEGUMES,,ALFACE COM RÚCULA,LARANJA,REFRESCO DE MORANGO
2024-10-08,08/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,TODOS,PEIXE,FILÉ DE PESCADA AO MOLHO SUGO,ESCAROLA REFOGADA,,ACELGA COM CENOURA,GELATINA DE MORANGO,REFRESCO DE ACEROLA
2024-10-08,08/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,TODOS,FEIJAO BRANCO,FEIJÃO BRANCO COM COUVE FLOR E AZEITONA,ESCAROLA REFOGADA,,ACELGA COM CENOURA,TANGERINA,REFRESCO DE ACEROLA
2024-10-08,08/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,ISCA DE FRANGO AO MOLHO DE AZEITONA (RU) / SOBRECOXA AO MOLHO DE AZEITONA (RA/RS/HC),ACELGA E ESCAROLA REFOGADAS (RU) / ABÓBORA JAPONESA COM ALECRIM (RA/RS/HC),,ALMEIRÃO,LARANJA,REFRESCO DE ACEROLA
2024-10-08,08/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS AO MOLHO ESCABECHE,ACELGA E ESCAROLA REFOGADAS (RU) / ABÓBORA JAPONESA COM ALECRIM (RA/RS/HC),,ALMEIRÃO,LARANJA,REFRESCO DE ACEROLA
2024-10-07,07/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,CUBOS BOVINOS COM ABÓBORA / ISCA BOVINA COM ABÓBORA (RU),VAGEM REFOGADA,,ESCAROLA,LARANJA,REFRESCO DE LIMÃO
2024-10-07,07/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS COM CENOURA,VAGEM REFOGADA,,ESCAROLA,LARANJA,REFRESCO DE LIMÃO
2024-10-07,07/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE AO MOLHO CURRY,BERINJELA REFOGADA,,ESCAROLA COM BETERRABA RALADA (RU) / PEPINO (RS/RA/HC),MAÇÃ,REFRESCO DE LIMÃO
2024-10-07,07/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA COM CHAMPIGNON,BERINJELA REFOGADA,,ESCAROLA COM BETERRABA RALADA (RU) / PEPINO (RS/RA/HC),MAÇÃ,REFRESCO DE LIMÃO
2024-10-06,06/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE DE PANELA COM ERVILHA,"BRÓCOLIS, COUVE-FLOR E CENOURA COM CEBOLINHA",,SALADA DE RÚCULA COM ACELGA,MAÇÃ,REFRESCO DE LARANJA
2024-10-06,06/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM MANDIOQUINHA AO SUGO,"BRÓCOLIS, COUVE-FLOR E CENOURA COM CEBOLINHA",,SALADA DE RÚCULA COM ACELGA,MAÇÃ,REFRESCO DE LARANJA
2024-10-05,05/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,ISCAS DE FRANGO AO MOLHO ESCURO,BATATA PALHA,,SALADA DE ALFACE COM TOMATE,GELATINA DE MORANGO,REFRESCO DE UVA
2024-10-05,05/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,STROGONOFF,STROGONOFF VEGANO (PTS),BATATA PALHA,,SALADA DE ALFACE COM TOMATE,TANGERINA,REFRESCO DE UVA
2024-10-05,05/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE EM CUBOS COM CALABRESA,ACELGA REFOGADA,,SALADA TABULE,MELANCIA,REFRESCO DE UVA
2024-10-05,05/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO XADREZ,ACELGA REFOGADA,,SALADA TABULE,MELANCIA,REFRESCO DE UVA
2024-10-04,04/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,FILÉ DE PESCADA AO MOLHO DE LIMÃO,CENOURA REFOGADA,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE MANGA
2024-10-04,04/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,SOJA,SOJA EM GRÃOS COM QUIABO,CENOURA REFOGADA,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE MANGA
2024-10-04,04/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FRANGO À ESPANHOLA,CHUCHU COM SALSA,,"SALADA DE AGRIÃO, ALMEIRÃO E RÚCULA",MAÇÃ,REFRESCO DE MANGA
2024-10-04,04/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,YAKISSOBA VEGANO COM ERVILHA PARTIDA,CHUCHU COM SALSA,,"SALADA DE AGRIÃO, ALMEIRÃO E RÚCULA",MAÇÃ,REFRESCO DE MANGA
2024-10-03,03/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,ISCAS DE FRANGO À PIZZAIOLO,"ACELGA AO ALHO / RU - MIX DE FOLHAS (ESCAROLA, ALMEIRÃO, COUVE, REPOLHO)",,"SALADA DE AGRIÃO (RU, RA, HC), SALADA DE AGRIÃO E ALFACE(RS)",BANANA / MAÇÃ (RU),REFRESCO DE CAJU
2024-10-03,03/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO COM TOMATE E ORÉGANO,ACELGA AO ALHO,,"SALADA DE AGRIÃO (RU, RA, HC), SALADA DE AGRIÃO E ALFACE(RS)",BANANA,REFRESCO DE CAJU
2024-10-03,03/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,ISCAS DE CARNE COM MANDIOCA,QUIBEBE,,"SALADA DE REPOLHO BRANCO, CENOURA RALADA E UVAS PASSAS",SAGU DE UVA (RS) / GOIABINHA (RU/RA/HC),REFRESCO DE CAJU
2024-10-03,03/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO AO VINAGRETE,QUIBEBE,,"SALADA DE REPOLHO BRANCO, CENOURA RALADA E UVAS PASSAS",SAGU DE UVA (RS) / GOIABINHA (RU/RA/HC),REFRESCO DE CAJU
2024-10-02,02/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,ISCAS DE CARNE AO MOLHO ROTY,ABOBRINHA COM MANJERICÃO (RS e RA) / COUVE REFOGADA (RU),,SALADA DE RÚCULA COM CEBOLA EM RODELAS,TANGERINA/LARANJA,REFRESCO DE GOIABA (RU e RA) / MARACUJÁ (RS)
2024-10-02,02/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM BRÓCOLIS,ABOBRINHA COM MANJERICÃO (RS e RA) / COUVE REFOGADA (RU),,SALADA DE RÚCULA COM CEBOLA EM RODELAS,TANGERINA/LARANJA,REFRESCO DE GOIABA (RU e RA) / MARACUJÁ (RS)
2024-10-02,02/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE MOÍDA COM ABÓBORA SECA,PURÊ DE BATATA,,SALADA DE ALFACE,MAÇÃ,REFRESCO DE GOIABA (RU e RA) / MARACUJÁ (RS)
2024-10-02,02/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,ERVILHA PARTIDA COM CARÁ,PURÊ DE BATATA VEGANO,,SALADA DE ALFACE,MAÇÃ,REFRESCO DE GOIABA (RU e RA) / MARACUJÁ (RS)
2024-10-01,01/10/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE ASSADA AO MOLHO ROTY,TUTU DE FEIJÃO,,SALADA DE ALFACE,MAÇÃ,"REFRESCO DE MARACUJÁ (RU, RA e HC), REFRESCO DE GOIABA (RS)"
2024-10-01,01/10/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,TORTA MADALENA (PTS),TUTU DE FEIJÃO VEGANO,,SALADA DE ALFACE,MAÇÃ,"REFRESCO DE MARACUJÁ (RU, RA e HC), REFRESCO DE GOIABA (RS)"
2024-10-01,01/10/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FRANGO AO MOLHO ESCURO,COUVE REFOGADA,,SALADA DE ESCAROLA,LARANJA,REFRESCO DE MARACUJÁ (RU e RA) / GOIABA (RS)
2024-10-01,01/10/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,SOJA,SOJA EM GRÃOS COM AZEITONA PRETA E TOMATE,COUVE REFOGADA,,SALADA DE ESCAROLA,LARANJA,REFRESCO DE MARACUJÁ (RU e RA) / GOIABA (RS)
2024-09-30,30/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE MOÍDA COM MILHO,REPOLHO REFOGADO,,SALADA DE ESCAROLA,"BANANA (RS, RA e HC)/ LARANJA (RU)",REFRESCO DE ACEROLA
2024-09-30,30/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO COM BERINJELA AO SUGO,REPOLHO REFOGADO,,SALADA DE ESCAROLA,"BANANA (RS, RA e HC)/ LARANJA (RU)",REFRESCO DE ACEROLA
2024-09-30,30/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE ACEBOLADO,"LEGUMES REFOGADOS (BATATA, CENOURA, ERVILHA E VAGEM)/BATATA PALHA (RU)",,SALADA DE AGRIÃO COM ALFACE,MELANCIA,REFRESCO DE ACEROLA
2024-09-30,30/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM MILHO,"LEGUMES REFOGADOS (BATATA, CENOURA, ERVILHA E VAGEM)/BATATA PALHA (RU)",,SALADA DE AGRIÃO COM ALFACE,MELANCIA / TANGERINA (RU),REFRESCO DE ACEROLA
2024-09-29,29/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE À FRANCESA,FAROFA SIMPLES,,SALADA DE ACELGA,LARANJA,REFRESCO DE LIMÃO
2024-09-29,29/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,SOJA,SOJA EM GRÃOS COM BRÓCOLIS,FAROFA SIMPLES,,SALADA DE ACELGA,LARANJA,REFRESCO DE LIMÃO
2024-09-28,28/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FRANGO ASSADO AO MOLHO DE GENGIBRE,CHUCHU COM MILHO,,SALADA DE RÚCULA COM CEBOLA EM RODELAS,GOIABADA,REFRESCO DE LARANJA
2024-09-28,28/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA COM ABÓBORA CABOTIÁ,CHUCHU COM MILHO,,SALADA DE RÚCULA COM CEBOLA EM RODELAS,MAÇÃ,REFRESCO DE LARANJA
2024-09-28,28/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,ISCAS DE CARNE À ROMANESCA,ABOBRINHA REFOGADA,,SALADA DE ALFACE,BANANA,REFRESCO DE LARANJA
2024-09-28,28/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,KIBE,QUIBE DE BERINJELA COM GRÃO DE BICO,ABOBRINHA REFOGADA,,SALADA DE ALFACE,BANANA,REFRESCO DE LARANJA
2024-09-27,27/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,STROGONOFES,STROGONOFF DE CARNE,BATATA PALHA,,SALADA DE ALFACE,BANANA/(RU/RA/HC) LARANJA/(RS),REFRESCO DE UVA
2024-09-27,27/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,STROGONOFF VEGANO,STROGONOFF VEGANO (PTS),BATATA PALHA,,SALADA DE ALFACE,BANANA/(RU/RA/HC) LARANJA/(RS),REFRESCO DE UVA
2024-09-27,27/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,CUBOS SUÍNOS AO MOLHO VINAGRETE,ESCAROLA REFOGADA,,SALADA DE PEPINO COM HORTELÃ,MAÇÃ,REFRESCO DE UVA
2024-09-27,27/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,SOJA,SOJA EM GRÃOS AO VINAGRETE,ESCAROLA REFOGADA,,SALADA DE PEPINO COM HORTELÃ,MAÇÃ,REFRESCO DE UVA
2024-09-26,26/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,CUBOS SUÍNOS ACEBOLADOS,ACELGA REFOGADA,,SALADA DE PEPINO,MAÇÃ,REFRESCO DE MARACUJÁ
2024-09-26,26/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM MANDIOCA,ACELGA REFOGADA,,SALADA DE PEPINO,MAÇÃ,REFRESCO DE MARACUJÁ
2024-09-26,26/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE AO MOLHO FERRUGEM,CENOURA SAUTÉ,,SALADA DE ESCAROLA,LARANJA,REFRESCO DE MARACUJÁ
2024-09-26,26/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO COM VAGEM E MILHO,CENOURA REFOGADA,,SALADA DE ESCAROLA,LARANJA,REFRESCO DE MARACUJÁ
2024-09-25,25/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE À POMODORO,QUIABO REFOGADO AO ALHO,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE GOIABA
2024-09-25,25/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,KIBE,QUIBE DE SOJA (RA/RS/HC) QUIBE DE ASSADEIRA (RU),QUIABO REFOGADO AO ALHO,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE GOIABA
2024-09-25,25/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,PEIXE AO MOLHO DE ERVAS (PESCADA BRANCA),CREME DE ESPINAFRE,,SALADA DE TOMATE MEIA LUA COM CEBOLA,BANANA,REFRESCO DE GOIABA
2024-09-25,25/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,"PTS COM COUVE-FLOR, TOMATE E ORÉGANO",CREME DE ESPINAFRE VEGANO,,SALADA DE TOMATE MEIA LUA COM CEBOLA,BANANA,REFRESCO DE GOIABA
2024-09-24,24/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,PEIXE AO MOLHO DE ERVAS (PESCADA BRANCA),BATATA REFOGADA,,SALADA DE ACELGA,BANANA,REFRESCO DE CAJU
2024-09-24,24/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,SOJA,SOJA EM GRÃOS COM COUVE-FLOR E AZEITONAS PRETAS,BATATA REFOGADA,,SALADA DE ACELGA,BANANA,REFRESCO DE CAJU
2024-09-24,24/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE EM CUBOS COM ERVILHA,CHUCHU REFOGADO,,"SALADA DE AGRIÃO, ALMEIRÃO E RÚCULA",DOCE DE GOIABA,REFRESCO DE CAJU
2024-09-24,24/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM CENOURA,CHUCHU REFOGADO,,"SALADA DE AGRIÃO, ALMEIRÃO E RÚCULA",DOCE DE GOIABA,REFRESCO DE CAJU
2024-09-23,23/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE EM CUBOS COM MANDIOQUINHA,REPOLHO REFOGADO,,SALADA DE VAGEM COM MILHO (RU/RA) SALADA DE ALFACE (HC) RÚCULA COM ACELGA (RS),BOLO DE CHOCOLATE,REFRESCO DE MANGA
2024-09-23,23/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,TORTA DE GRÃO DE BICO COM MANDIOQUINHA,REPOLHO REFOGADO,,SALADA DE VAGEM COM MILHO (RU/RA) SALADA DE ALFACE (HC) RÚCULA COM ACELGA (RS),LARANJA,REFRESCO DE MANGA
2024-09-23,23/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,SOBRECOXA,"SOBRECOXA ASSADA (RS, RA e HC)/ ISCA DE FRANGO COM MOLHO AO SUGO (RU)",ABOBRINHA COM TOMATE,,SALADA MARROQUINA,MAÇÃ,REFRESCO DE MANGA
2024-09-23,23/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS COM BATATA DOCE,ABOBRINHA COM TOMATE,,SALADA MARROQUINA,MAÇÃ,REFRESCO DE MANGA
2024-09-22,22/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,SOBRECOXA,SOBRECOXA DE FRANGO ENSOPADA,COUVE REFOGADA,,SALADA DE CENOURA RALADA,MAÇÃ,REFRESCO DE FRAMBOESA
2024-09-22,22/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA XADREZ,COUVE REFOGADA,,SALADA DE CENOURA RALADA,MAÇÃ,REFRESCO DE FRAMBOESA
2024-09-21,21/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE ASSADA AO MOLHO AGRIDOCE,FAROFA COLORIDA,,SALADA MIX DE FOLHAS,BANANA,REFRESCO DE PÊSSEGO
2024-09-21,21/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM QUIABO E ERVAS,FAROFA COLORIDA,,SALADA MIX DE FOLHAS,BANANA,REFRESCO DE PÊSSEGO
2024-09-21,21/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,PEITO DE FRANGO EM ISCAS COM QUIABO,QUIBEBE,,SALADA DE ACELGA,LARANJA,REFRESCO DE PÊSSEGO
2024-09-21,21/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO COM COUVE FLOR,QUIBEBE,,SALADA DE ACELGA,LARANJA,REFRESCO DE PÊSSEGO
2024-09-20,20/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,ISCAS DE FRANGO AO SUGO,VAGEM REFOGADA,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE MORANGO
2024-09-20,20/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO COM CARÁ E TOMATE,VAGEM REFOGADA,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE MORANGO
2024-09-20,20/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE PICADA COM MANDIOCA,ACELGA AO ALHO FRITO,,SALADA DE ESCAROLA,MAÇÃ,REFRESCO DE MORANGO
2024-09-20,20/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,ESCONDIDINHO DE PTS,ACELGA AO ALHO FRITO,,SALADA DE ESCAROLA,MAÇÃ,REFRESCO DE MORANGO
2024-09-19,19/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE EM CUBOS COM CALABRESA,"LEGUMES REFOGADOS(COUVE-FLOR, ABOBRINHA E MANDIOQ.RA/RS/HC;BATATA,MANDIOQ. RU))",,SALADA DE ACELGA,MAÇÃ,REFRESCO DE ACEROLA
2024-09-19,19/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,"PTS COM PALMITO, CENOURA E MILHO","LEGUMES REFOGADOS (COUVE-FLOR, ABOBRINHA E MANDIOQUINHA)",,SALADA DE ACELGA,MAÇÃ,REFRESCO DE ACEROLA
2024-09-19,19/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,CUBOS SUÍNO AO MOLHO BARBECUE,POLENTA CREMOSA,,SALADA DE ALFACE COM RÚCULA,"MELANCIA (RS, RA e HC)/BANANA (RU)",REFRESCO DE ACEROLA
2024-09-19,19/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,"LENTILHA COM ERVILHA PARTIDA, PIMENTÕES E AZEITONAS",POLENTA CREMOSA,,SALADA DE ALFACE COM RÚCULA,"MELANCIA (RS, RA e HC)/BANANA (RU)",REFRESCO DE ACEROLA
2024-09-18,18/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE ASSADA AO MOLHO ESCURO,"REPOLHO AO CURRY (RA,RS e HC)/REPOLHO BICOLOR (RU)",,SALADA DE ESCAROLA,SAGÚ DE UVA/(RU/RA/HC) DOCE DE GOIABA/(RS),REFRESCO DE CAJÚ
2024-09-18,18/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,SOJA,SOJA EM GRÃO COM VAGEM,"REPOLHO AO CURRY (RA,RS e HC)/REPOLHO BICOLOR (RU)",,SALADA DE ESCAROLA,SAGÚ DE UVA/(RU/RA/HC) DOCE DE GOIABA/(RS),REFRESCO DE CAJÚ
2024-09-18,18/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,PEIXE AO CREME DE ESPINAFRE,BATATA RÚSTICA COM ALECRIM,,"SALADA DE CENOURA RALADA, BETERRABA RALADA E NABO RALADO",BANANA,REFRESCO DE CAJÚ
2024-09-18,18/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,MOQUECA DE FEIJÃO BRANCO,BATATA RÚSTICA COM ALECRIM,,"SALADA DE CENOURA RALADA, BETERRABA RALADA E NABO RALADO",BANANA,REFRESCO DE CAJÚ
2024-09-17,17/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,FILÉ DE PESCADA AO MOLHO DE MARACUJÁ,CENOURA COM ERVAS,,SALADA DE PEPINO COM HORTELÃ,BANANA,REFRESCO DE UVA
2024-09-17,17/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS COM MILHO E ERVILHA (RU) GRÃO DE BICO COM BRÓCOLIS (RA/RS/HC),CENOURA COM ERVAS,,SALADA DE PEPINO COM HORTELÃ,BANANA,REFRESCO DE UVA
2024-09-17,17/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,OUTROS,ALMÔNDEGA AO SUGO,MANDIOCA NA SALSA (RA E HC)/ VAGEM REFOGADA (RS)/COUVE REFOGADA (RU),,SALADA DE REPOLHO BICOLOR,LARANJA,REFRESCO DE UVA
2024-09-17,17/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,ALMÔNDEGA DE SOJA,MANDIOCA NA SALSA (RA E HC)/ VAGEM REFOGADA (RS)/COUVE REFOGADA (RU),,SALADA DE REPOLHO BICOLOR,LARANJA,REFRESCO DE UVA
2024-09-16,16/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,PALETA SUÍNA AO MOLHO DE LIMÃO,COUVE REFOGADA,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE LIMÃO
2024-09-16,16/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA COM MANDIOQUINHA,COUVE REFOGADA,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE LIMÃO
2024-09-16,16/09/2024,Jantar - Cardápio Padrão,"ARROZ, ARROZ E FEIJÃO",,CARNE DE VERMELHA,ISCAS DE CARNE COM MOLHO ESCURO,CENOURA REFOGADA,,SALADA DE ALFACE COM RABANETE,MAÇÃ,REFRESCO DE LIMÃO
2024-09-16,16/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,FRICASSÊ DE PTS VEGANO,CENOURA REFOGADA,,SALADA DE ALFACE COM RABANETE,MAÇÃ,REFRESCO DE LIMÃO
2024-09-15,15/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,ISCAS DE CARNE ACEBOLADA,BATATA SAUTÉ,,SALADA DE RÚCULA COM AGRIÃO,MAÇÃ,REFRESCO DE MARACUJÁ
2024-09-15,15/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO COM CENOURA AO SUGO,BATATA REFOGADA,,SALADA DE RÚCULA COM AGRIÃO,MAÇÃ,REFRESCO DE MARACUJÁ
2024-09-14,14/09/2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,SASSAMI COM BRÓCOLIS,CREME DE MILHO,,SALADA DE ALFACE,BANANA,REFRESCO DE GOIABA
2024-09-14,14/09/2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS COM QUIABO E ERVAS,CREME DE MILHO VEGANO,,SALADA DE ALFACE,BANANA,REFRESCO DE GOIABA
2024-09-14,14/09/2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,BISTECA SUÍNA AO MOLHO BARBECUE,QUIBEBE,,SALADA DE ACELGA,LARANJA,REFRESCO DE GOIABA
2024-09-14,14/09/2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,ERVILHA PARTIDA COM TOMATE E MILHO,QUIBEBE,,SALADA DE ACELGA,LARANJA,REFRESCO DE GOIABA
