date,date,refeicao,acompanhamento,restaurante,,prato,guarnicao,opcao_vegetal,salada,sobremesa,suco
2023-12-19,19/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,PESCADA BRANCA AO MOLHO DE ERVAS,BATATA SAUTÉ,,SALADA DE COUVE COM LARANJA,MAÇÃ,SUCO DE CAJU
2023-12-19,19/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM TOMATE MEIA LUA E CEBOLINHA,BATATA SAUTÉ,,SALADA DE COUVE COM LARANJA,MAÇÃ,SUCO DE CAJU
2023-12-19,19/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM AZEITONAS E MOLHO DE TOMATE,ARROZ COM BRÓCOLIS,,SALADA DE ALMEIRÃO COM RABANETE,SAGU DE UVA,SUCO DE CAJU
2023-12-19,19/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"FEIJÃO BRANCO COM VAGEM, CEBOLA, SALSA E CEBOLINHA",ARROZ COM BRÓCOLIS,,SALADA DE ALMEIRÃO COM RABANETE,SAGU DE UVA,SUCO DE CAJU
2023-12-18,18/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS AO MOLHO ROTY,CENOURA SAUTÉ,,SALADA DE ESCAROLA COM NABO,LARANJA (RU) / BANANA (HC),SUCO DE ABACAXI
2023-12-18,18/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM ABOBRINHA,CENOURA REFOGADA,,SALADA DE ESCAROLA COM NABO,LARANJA (RU) / BANANA,SUCO DE ABACAXI
2023-12-18,18/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA TOSCANA ACEBOLADA,VIRADO DE ACELGA,,SALADA DE ALFACE COM CEBOLA,MELANCIA,SUCO DE ABACAXI
2023-12-18,18/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ABOBRINHA COM PTS,VIRADO DE ACELGA,,SALADA DE ALFACE COM CEBOLA,MELANCIA,SUCO DE ABACAXI
2023-12-15,15/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO,CREME DE MILHO,,"SALADA DE ALFACE COM PEPINO (RU, RS) / SALADA DE ALFACE (RA, HC)",LARANJA,"SUCO DE ACEROLA (RU, RA, HC)/ SUCO DE GOIABA (RS)"
2023-12-15,15/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM CENOURA,CREME DE MILHO VEGANO,,SALADA DE ALFACE COM PEPINO,LARANJA,"SUCO DE ACEROLA (RU, RA, HC) / SUCO DE GOIABA (RS)"
2023-12-15,15/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM MANDIOCA,COUVE E ESCAROLA REFOGADAS,,SALADA DE ACELGA COM BETERRRABA,UVA,"SUCO DE ACEROLA (RU, RA, HC)/ SUCO DE GOIABA (RS)"
2023-12-15,15/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PTS COM MANDIOQUINHA AO MOLHO BRANCO,COUVE E ESCAROLA REFOGADAS,,SALADA DE ACELGA COM BETERRRABA,UVA,"SUCO DE ACEROLA (RU, RA, HC)/ SUCO DE GOIABA (RS)"
2023-12-14,14/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE FRANGO,BATATA PALHA,,SALADA DE PEPINO EM RODELAS,MAÇÃ,"SUCO DE LIMÃO (RU, RA, HC)/ SUCO DE LARANJA (RS)"
2023-12-14,14/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF VEGANO,BATATA PALHA,,SALADA DE PEPINO EM RODELAS,MAÇÃ,"SUCO DE LIMÃO (RU, RA, HC)/ SUCO DE LARANJA (RS)"
2023-12-14,14/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO (SOBRECOXA),PURÊ DE BATATA,,SALADA DE REPOLHO BRANCO E REPOLHO ROXO,MELANCIA,"SUCO DE LIMÃO (RA, HC) SUCO DE LARANJA (RS, RU)"
2023-12-14,14/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"LENTILHA COM PIMENTÃO, TOMATE E SALSA",PURÊ DE BATATA VEGANO,,SALADA DE REPOLHO BRANCO E REPOLHO ROXO,MELANCIA,"SUCO DE LIMÃO (RA, HC) SUCO DE LARANJA (RS, RU)"
2023-12-13,13/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE MOÍDA COM MILHO E AZEITONA,MACARRÃO ALHO E ÓLEO,,SALADA DE ESCAROLA COM RABANETE,BANANA,SUCO DE CAJU
2023-12-13,13/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃOS COM COUVE-FLOR E AZEITONAS,MACARRÃO ALHO E ÓLEO,,SALADA DE ESCAROLA COM RABANETE,BANANA,SUCO DE CAJU
2023-12-13,13/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LAGARTO AO MOLHO DE CHAMPIGNON,CENOURA COM VAGEM REFOGADA,,SALADA DE BETERRABA RALADA,BOLINHO DE CHOCOLATE,SUCO DE CAJU
2023-12-13,13/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM MANDIOQUINHA,CENOURA COM VAGEM REFOGADA,,SALADA DE BETERRABA RALADA,MAÇÃ,SUCO DE CAJU
2023-12-12,12/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,PICADINHO DE CARNE COM BRÓCOLIS,ACELGA REFOGADA AO ALHO FRITO,,"SALADA DE ALMEIRÃO COM RABANETE (RA, RU, RS e HC) / ALFACE COM RABANETE (RA)",DOCE DE GOIABADA,SUCO DE ABACAXI
2023-12-12,12/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"ERVILHA PARTIDA COM TOMATE, MILHO, SALSA E CEBOLINHA",ACELGA REFOGADA AO ALHO FRITO,,"SALADA DE ALMEIRÃO COM RABANETE (RA, RU, RS e HC) / ALFACE COM RABANETE (RA)",LARANJA,SUCO DE ABACAXI
2023-12-12,12/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CUBOS SUÍNOS COM LIMÃO,ABOBRINHA NAPOLITANA,,SALADA DE PEPINO,BANANA,SUCO DE ABACAXI
2023-12-12,12/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,RISOTO DE SOJA COM CURRY,ABOBRINHA NAPOLITANA,,SALADA DE PEPINO,BANANA,SUCO DE ABACAXI
2023-12-11,11/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA TOSCANA ACEBOLADA,VIRADO DE CENOURA,,SALADA DE COUVE COM LARANJA,MAÇÃ,SUCO DE MANGA
2023-12-11,11/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PTS COM MANDIOQUINHA AO MOLHO BRANCO,VIRADO DE CENOURA,,SALADA DE COUVE COM LARANJA,MAÇÃ,SUCO DE MANGA
2023-12-11,11/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE À PAULISTA,"MIX DE LEGUMES (BATATA, ABÓBORA E CHUCHU)",,SALADA DE ALFACE COM RÚCULA,LARANJA,SUCO DE MANGA
2023-12-11,11/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE ERVILHA COM CENOURA,"MIX DE LEGUMES (BATATA, ABÓBORA E CHUCHU)",,SALADA DE ALFACE COM RÚCULA,LARANJA,SUCO DE MANGA
2023-12-07,07/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS AO MOLHO ESCURO (RU E RS) / ISCA DE CARNE AO MOLHO ESCURO (RA),COUVE REFOGADA,,TABULE,LARANJA,SUCO DE LIMÃO
2023-12-07,07/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"LENTILHA COM CENOURA, SALSA E CEBOLINHA",COUVE REFOGADA,,TABULE,LARANJA,SUCO DE LIMÃO
2023-12-07,07/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILÉ DE PEIXE (PESCADA BRANCA) AO MOLHO DE ESPINAFRE,"JARDINEIRA DE LEGUMES (COUVE-FLOR, CHUCHU, CENOURA E MILHO)",,SALADA DE ALFACE COM CENOURA RALADA,GOIABADA,SUCO DE LIMÃO
2023-12-07,07/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"ESCONDIDINHO DE PTS (BATATA EM FLOCOS, TOMATE E MILHO)","JARDINEIRA DE LEGUMES (COUVE-FLOR, CHUCHU, CENOURA E MILHO)",,SALADA DE ALFACE COM CENOURA RALADA,BANANA,SUCO DE LIMÃO
2023-12-06,06/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRICASSÊ DE FRANGO,"BATATA REFOGADA (RU, RS e HC) / BATATA CHIPS (RA)",,SALADA DE COUVE,MAÇÃ,SUCO DE PÊSSEGO
2023-12-06,06/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FRICASSÊ VEGANO,"BATATA REFOGADA (RU, RS e HC) / BATATA CHIPS (RA)",,SALADA DE COUVE,MAÇÃ,SUCO DE PÊSSEGO
2023-12-06,06/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE ACEBOLADO,QUIBEBE,,SALADA DE ESCAROLA,LARANJA,SUCO DE PÊSSEGO
2023-12-06,06/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,KIBE DE SOJA,QUIBEBE,,SALADA DE ESCAROLA,LARANJA,SUCO DE PÊSSEGO
2023-12-05,05/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,KIBE BOVINO ASSADO,"MIX DE LEGUMES AO FORNO (ABOBRINHA, BERINJELA, PIMENTÃO VERDE E TOMATE)",,SALADA DE ALMEIRÃO,"BANANA (RU, RA E HC)/ LARANJA (RS)",SUCO DE GOIABA
2023-12-05,05/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,KIBE DE SOJA,"MIX DE LEGUMES AO FORNO (ABOBRINHA, BERINJELA, PIMENTÃO VERDE E TOMATE)",,SALADA DE ALMEIRÃO,"BANANA (RU, RA E HC)/LARANJA (RS)",SUCO DE GOIABA
2023-12-05,05/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCAS DE FRANGO COM CEBOLAS AO SHOYO,CREME DE MILHO,,SALADA DE ACELGA COM LARANJA,MAÇÃ,SUCO DE GOIABA
2023-12-05,05/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA REFOGADA COM PALMITO E TOMATE,CREME DE MILHO VEGANO,,SALADA DE ACELGA COM LARANJA,MAÇÃ,SUCO DE GOIABA
2023-12-04,04/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE À PIZZAIOLO,"ARROZ À GREGA (CENOURA, VAGEM, ERVILHA, MILHO)",,"SALADA DE BETERRABA RALADA (RS e HC) / ESCAROLA (RA, RU)",DOCE DE LEITE,SUCO DE CAJU
2023-12-04,04/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃO COM VAGEM E TOMATE,"ARROZ À GREGA (CENOURA, VAGEM, ERVILHA, MILHO)",,"SALADA DE BETERRABA RALADA (RS e HC) / ESCAROLA (RA, RU)",LARANJA,SUCO DE CAJU
2023-12-04,04/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BISTECA SUÍNA AO MOLHO DE ABACAXI,ESCAROLA REFOGADA COM ALHO FRITO,,TABULE,MELANCIA,SUCO DE CAJU
2023-12-04,04/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM VAGEM E TOMATE,ESCAROLA REFOGADA COM ALHO FRITO,,TABULE,MELANCIA,SUCO DE CAJU
2023-12-01,01/12/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CUBOS DE CARNE COM CALABRESA,REPOLHO REFOGADO,,SALADA DE ALFACE CRESPA,CURAU COM CANELA,SUCO DE UVA
2023-12-01,01/12/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMONDEGAS DE SOJA AO MOLHO SUGO,REPOLHO REFOGADO,,SALADA DE ALFACE CRESPA,LARANJA,SUCO DE UVA
2023-12-01,01/12/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILEZINHO DE FRANGO AO MOLHO ROTY,CENOURA COM BRÓCOLIS REFOGADO,,"SALADA DE BETERRABA RALADA (RS, RA, HC) MIX DE FOLHAS (RU)",MAÇÃ,SUCO DE UVA
2023-12-01,01/12/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM BATATA E CEBOLINHA,CENOURA COM BRÓCOLIS REFOGADO,,"SALADA DE BETERRABA RALADA (RS, RA, HC) MIX DE FOLHAS (RU)",MAÇÃ,SUCO DE UVA
2023-11-30,30/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,PESCADA BRANCA AO MOLHO DE ERVAS,ABÓBORA NA SALSA,,SALADA DE ESCAROLA,LARANJA,SUCO DE UVA
2023-11-30,30/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃO AO MOLHO DE TOMATES E PIMENTÕES,ABÓBORA NA SALSA,,SALADA DE ESCAROLA,LARANJA,SUCO DE UVA
2023-11-30,30/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CUBOS DE CARNE COM BATATA DOCE,CHUCHU COM VAGEM,,"SALADA DE PEPINO COM HORTELÃ (RU, RS e HC) / ESCAROLA (RA)",MELANCIA,SUCO DE UVA
2023-11-30,30/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM CENOURA E COUVE FLOR,CHUCHU COM VAGEM,,"SALADA DE PEPINO COM HORTELÃ (RU, RS e HC) / ESCAROLA (RA)",MELANCIA,SUCO DE UVA
2023-11-29,29/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"FILEZINHO DE FRANGO AO MOLHO INGLÊS COM CEBOLAS CARAMELIZADAS (RU, RA, HC) / AO MOLHO SHOYU (RS)","BATATA CHIPS (RU,RA) / SELETA DE LEGUMES(BATATA,CENOURA, VAGEM, ERVILHA E MILHO)",,SALADA DE ACELGA E RÚCULA,"BANANA (RU, RA E HC)/ LARANJA (RS)",SUCO DE ACEROLA
2023-11-29,29/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM ABOBRINHA,"BATATA CHIPS(RU, RA)/SELETA DE LEGUMES (BATATA, CENOURA, VAGEM, ERVILHA E MILHO)",,SALADA DE ACELGA E RÚCULA,"BANANA (RU, RA E HC)/ LARANJA (RS)",SUCO DE ACEROLA
2023-11-29,29/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,STEAK DE FRANGO (RU),POLENTA CREMOSA COM CROSTA DE QUEIJO,,SALADA DE BERINJELA (RU),ARROZ DOCE,SUCO DE ACEROLA
2023-11-29,29/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM QUIABO E ERVAS,POLENTA CREMOSA,,SALADA DE BERINJELA (RU),MAÇÃ,SUCO DE ACEROLA
2023-11-28,28/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"PEIXE AO MOLHO SUGO (RU, RA) ISCAS DE CARNE À ROMANESCA (ERVILHA, APRESUNTADO, SALSA, CEBOLINHA, MOLHO BRANCO) (HC, RS)","BATATA DOCE SAUTÉ (RS, HC, RS) QUIABO REFOGADO (RU)",,SALADA DE ALFACE,"COCADA (RU, RA E HC)/ BOLINHO DE CHOCOLATE (RS)",SUCO DE PÊSSEGO
2023-11-28,28/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PTS COM MANDIOQUINHA,"BATATA DOCE REFOGADA (RS, HC, RA) QUIABO REFOGADO (RU)",,SALADA DE ALFACE,MAÇÃ,SUCO DE PÊSSEGO
2023-11-28,28/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILEZINHO DE FRANGO AO MOLHO POMODORO,BERINJELA AO FORNO COM CEBOLA E ORÉGANO,,"SALADA AMETISTA(REPOLHO, CENOURA,MAIONESE E MOSTARDA) (RA E HC)/ALFACE(RU E RS)",LARANJA,SUCO DE PÊSSEGO
2023-11-28,28/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"ERVILHA XADREZ (CEBOLA, PIMENTÃO, TOMATE, MOYASHI)",BERINJELA AO FORNO COM CEBOLA E ORÉGANO,,"SALADA AMETISTA(REPOLHO BRANCO E ROXO, CENOURA RALADA)(RA E HC)/ALFACE (RU E RS)",LARANJA,SUCO DE PÊSSEGO
2023-11-27,27/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STEAK À PIZZAIOLO,ABOBRINHA COM ALECRIM,,SALADA DE ALMEIRÃO,LARANJA,SUCO DE LIMÃO
2023-11-27,27/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE LENTILHA COM BATATA E AVEIA,ABOBRINHA COM ALECRIM,,SALADA DE ALMEIRÃO,LARANJA,SUCO DE LIMÃO
2023-11-27,27/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,"CARNE EM CUBOS COM CALABRESA (RS, RA E HC). SOBRECOXA AO MOLHO DE CALABREZA (RU)",ESCAROLA REFOGADA,,"SALADA DE CENOURA RALADA (RS, HC)/ ALMEIRÃO (RA E RU)",BANANA (RA E HC)/  MAÇÃ (RU),SUCO DE LIMÃO
2023-11-27,27/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"RISOTO DE SOJA EM GRÃO COM CHAMPIGNON E TOMATE (COM ARROZ INTEGRAL, SALSA E CEBOLINHA)",ESCAROLA REFOGADA,,SALADA DE CENOURA RALADA/(RS E HC)/ ALMEIRÃO (RA e RU),"BANANA (RU, RA E HC/ MAÇA (RU E RS)",SUCO DE LIMÃO
2023-11-24,24/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"CARNE ASSADA AO MOLHO ESCURO (RA, RS, HC) / CARNE EM CUBOS AO MOLHO ESCURO E FRANGO ASSADO AO MOLHO (RU)",MACARRÃO PARAFUSO À PRIMAVERA (CENOURA E ERVILHA),,SALADA DE ALMEIRÃO,LARANJA,SUCO DE PÊSSEGO
2023-11-24,24/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMÔNDEGA DE SOJA,MACARRÃO PARAFUSO INTEGRAL À PRIMAVERA,,SALADA DE ALMEIRÃO,LARANJA,SUCO DE PÊSSEGO
2023-11-24,24/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,"FILEZINHO DE FRANGO COM AZEITONA, TOMATE, CEBOLINHA E SALSA",ESPINAFRE REFOGADO,,SALADA DE ESCAROLA,"BOLINHO DE CHOCOLATE (RS, HC) / GELATINA DE PÊSSEGO (RA, RU)",SUCO DE PÊSSEGO
2023-11-24,24/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"LENTILHA À CHINESA (PIMENTÃO, TOMATE, BRÓCOLIS E COUVE-FLOR)",ESPINAFRE REFOGADO,,SALADA DE ESCAROLA,MAÇÃ,SUCO DE PÊSSEGO
2023-11-23,23/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FILEZINHO DE FRANGO COM BRÓCOLIS,ACELGA REFOGADA AO ALHO FRITO/ALMEIRÃO REFOGADO AO ALHO FRITO (RS),,SALADA DE ALFACE COM CEBOLA,"GELATINA  DE PÊSSEGO (RU)/ MAÇÃ (RS)/ COCADA (RA, HC)",SUCO DE MORANGO
2023-11-23,23/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM BRÓCOLIS,ACELGA REFOGADA AO ALHO FRITO/ALMEIRÃO REFOGADO AO ALHO FRITO (RS),,SALADA DE ALFACE COM CEBOLA,MAÇÃ,SUCO DE MORANGO
2023-11-23,23/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE ASSADA AO MOLHO DE CHAMPGNON,"ARROZ À GREGA (VAGEM ,CENOURA E MILHO)",,"SALADA DE ACELGA (RU, RA E HC)/ SALADA DE BATATA (RS)",LARANJA,SUCO DE MORANGO
2023-11-23,23/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA COM LEGUMES (BRÓCOLIS E CENOURA),"ARROZ À GREGA (VAGEM ,CENOURA E MILHO)",,"SALADA DE ACELGA (RU, RA E HC)/ SALADA DE BATATA (RS)",LARANJA,SUCO DE MORANGO
2023-11-22,22/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BISTECA SUÍNA AO MOLHO DE ABACAXI,VIRADO DE COUVE (RS) / VIRADO DE ESCAROLA (RU),,"SALADA DE BETERRABA RALADA (RS, HC) / ALMEIRÃO COM BETERRABA (RU) / TOMATE (RA)",MAÇÃ,SUCO DE ACEROLA
2023-11-22,22/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM ABÓBORA,VIRADO DE COUVE,,"SALADA DE BETERRABA RALADA (RS, HC) / ALMEIRÃO COM BETERRABA (RU) / TOMATE (RA)",MAÇÃ,SUCO DE ACEROLA
2023-11-22,22/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE FRANGO CREMOSA,MIX DE REPOLHO COM PASSAS,,SALADA DE ALFACE,GOIABADA,SUCO DE ACEROLA
2023-11-22,22/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"GRÃO DE BICO COM TOMATE, PALMITO E CEBOLINHA",MIX DE REPOLHO COM PASSAS,,SALADA DE ALFACE,BANANA,SUCO DE ACEROLA
2023-11-21,21/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM BACON,"BATATA DOCE SAUTÉ (RS, HC, RS) BATATA CHIPS (RU)",,SALADA DE ALMEIRÃO,MAÇÃ (RU/RA/HC) / BANANA (RS),SUCO DE UVA
2023-11-21,21/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"ERVILHA COM CENOURA, SALSA E CEBOLINHA","BATATA DOCE REFOGADA (RS, HC, RA) BATATA CHIPS (RU)",,SALADA DE ALMEIRÃO,BANANA,SUCO DE UVA
2023-11-21,21/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO DE CEBOLAS,ABOBRINHA COM MANJERICÃO,,"SALADA DE CENOURA RALADA COM PASSAS (RU, RS e HC) / SALADA DE ALMEIRÃO (RA)",LARANJA,SUCO DE UVA
2023-11-21,21/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ESCONDIDINHO DE PTS,ABOBRINHA COM MANJERICÃO,,"SALADA DE CENOURA RALADA COM PASSAS (RU, RS e HC) / SALADA DE ALMEIRÃO (RA)",LARANJA,SUCO DE UVA
2023-11-17,17/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,COPA LOMBO AO MOLHO VINAGRETE,COUVE REFOGADA,,SALADA DE PEPINO COM HORTELÃ,"LARANJA (RS, HC) / BANANA (RU) / MAÇÃ (RA)","SUCO DE ACEROLA (RU, RA E HC)/ SUCO DE LARANJA (RS)"
2023-11-17,17/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM TOMATE,COUVE REFOGADA,,SALADA DE PEPINO COM HORTELÃ,LARANJA (RS E HC) / BANANA (RU) / MAÇÃ (RA),"SUCO DE ACEROLA (RU, RA E HC)/ SUCO DE LARANJA (RS)"
2023-11-17,17/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,SOBRECOXA AO MOLHO DE MARACUJÁ,BATATA DOCE REFOGADA,,SALADA DE ALMEIRÃO,"BANANA (RU, RA E HC) / MAÇÃ (RS)",SUCO DE ACEROLA
2023-11-17,17/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM ABÓBORA,BATATA DOCE REFOGADA,,SALADA DE ALMEIRÃO,"BANANA (RU, RA E HC) / MAÇÃ (RS)",SUCO DE ACEROLA
2023-11-16,16/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,MOQUECA DE PEIXE,PIRÃO (SEM PEIXE),,SALADA DE ACELGA,"BANANA (RU, RA E HC), LARANJA ( RS)",SUCO DE UVA
2023-11-16,16/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MOQUECA DE FEIJÃO BRANCO,PIRÃO VEGANO,,SALADA DE ACELGA,"BANANA (RU, RA E HC)/ LARANJA ( RS)",SUCO DE UVA
2023-11-16,16/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO MOSTARDA,CENOURA COM ERVAS,,SALADA DE BETERRABA COZIDA / ALFACE (RS),DOCE DE LEITE,SUCO DE UVA
2023-11-16,16/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA COM CHUCHU E TOMATE,CENOURA COM ERVAS,,SALADA DE BETERRABA COZIDA / ALFACE (RS),MAÇÃ,SUCO DE UVA
2023-11-14,14/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA DE FRANGO ACEBOLADA,VIRADO DE ABOBRINHA,,"SALADA DE BETERRABA RALADA (RU, RA E HC)/ ESCAROLA (RS)",LARANJA,SUCO DE ACEROLA
2023-11-14,14/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"FEIJÃO BRANCO COM BATATA, TOMATE, CEBOLA E CHEIRO VERDE",VIRADO DE ABOBRINHA,,"SALADA DE BETERRABA RALADA( RU, RA E HC)/ ESCAROLA (RS)",LARANJA,SUCO DE ACEROLA
2023-11-14,14/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM BATATA E PRESUNTO,REPOLHO REFOGADO COM SALSA,,SALADA DE ALFACE,GELATINA DE PÊSSEGO,SUCO DE ACEROLA
2023-11-14,14/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE ERVILHA COM CENOURA E AVEIA,REPOLHO REFOGADO COM SALSA,,SALADA DE ALFACE,BANANA,SUCO DE ACEROLA
2023-11-13,13/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM CENOURA,MACARRÃO PARAFUSO ALHO E ÓLEO,,SALADA DE ALFACE COM CEBOLA,"BANANA (RU, RA E HC), LARANJA ( RS)",SUCO DE GOIABA
